Year,Survey,Title,dataSet,script
2012,Graduation Rates,Response status for all survey components(revised December 2014),FLAGS2012_Data_Stata.zip,FLAGS2012_Stata.zip
2011,Institutional Characteristics,Directory information,HD2011_Data_Stata.zip,HD2011_Stata.zip
2011,Institutional Characteristics,"Educational offerings, organization, admissions, services and athletic associations (revised June 2013)",IC2011_Data_Stata.zip,IC2011_Stata.zip
2011,Institutional Characteristics,Student charges for academic year programs  (revised June 2013),IC2011_AY_Data_Stata.zip,IC2011_AY_Stata.zip
2011,Institutional Characteristics,Student charges by program (vocational programs)  (revised June 2013),IC2011_PY_Data_Stata.zip,IC2011_PY_Stata.zip
2011,Institutional Characteristics,Response status for all survey components  (revised June 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,12-Month Enrollment,12-month unduplicated headcount: 2010-11  (revised June 2013),EFFY2011_Data_Stata.zip,EFFY2011_Stata.zip
2011,12-Month Enrollment,12-month instructional activity: 2010-11  (revised June 2013),EFIA2011_Data_Stata.zip,EFIA2011_Stata.zip
2011,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations (revised June 2013)",IC2011_Data_Stata.zip,IC2011_Stata.zip
2011,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2011 (revised December 2013)",EF2011A_Data_Stata.zip,EF2011A_Stata.zip
2011,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2011 (revised December 2013)",EF2011B_Data_Stata.zip,EF2011B_Stata.zip
2011,Fall Enrollment,Residence and migration of first-time freshman: Fall 2011(revised December 2013),EF2011C_Data_Stata.zip,EF2011C_Stata.zip
2011,Fall Enrollment,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2011  (revised December 2013)",EF2011D_Data_Stata.zip,EF2011D_Stata.zip
2011,Fall Enrollment,Response status for all survey components  (revised June 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2010 to June 30, 2011  (revised June 2013)",C2011_A_Data_Stata.zip,C2011_A_Stata.zip
2011,Completions,Response status for all survey components  (revised June 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,Instructional Staff/Salaries,"Salaries of full-time instructional staff, by contract length, gender, and academic rank: Academic year 2011-12 (revised December 2013)",SAL2011_A_Data_Stata.zip,SAL2011_A_Stata.zip
2011,Instructional Staff/Salaries,"Faculty status of full-time instructional staff in 4-year institutions, by contract length, gender, and academic rank:  Academic year 2011-12 (revised December 2013)",SAL2011_Faculty_Data_Stata.zip,SAL2011_Faculty_Stata.zip
2011,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2011-12 (revised December 2013)",SAL2011_A_LT9_Data_Stata.zip,SAL2011_A_LT9_Stata.zip
2011,Instructional Staff/Salaries,Response status for all survey components (revised December 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2011 (revised December 2013)",S2011_ABD_Data_Stata.zip,S2011_ABD_Stata.zip
2011,Fall Staff,"Full-time instruction/research/public service staff, by faculty status, academic rank, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2011 (revised December 2013)",S2011_F_Data_Stata.zip,S2011_F_Stata.zip
2011,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2011 (revised December 2013)",S2011_G_Data_Stata.zip,S2011_G_Stata.zip
2011,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions with less than 15 full-time employees and all nondegree-granting institutions): Fall 2011",S2011_CN_Data_Stata.zip,S2011_CN_Stata.zip
2011,Fall Staff,Response status for all survey components  (revised December 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2011",EAP2011_Data_Stata.zip,EAP2011_Stata.zip
2011,Employees by Assigned Position,Response status for all survey components (revised December 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,Finance,Public institutions - GASB 34/35: Fiscal year 2011 (revised December 2013),F1011_F1A_Data_Stata.zip,F1011_F1A_Stata.zip
2011,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2011 (revised December 2013),F1011_F2_Data_Stata.zip,F1011_F2_Stata.zip
2011,Finance,Private for-profit institutions: Fiscal year 2011 (revised December 2013),F1011_F3_Data_Stata.zip,F1011_F3_Stata.zip
2011,Finance,Response status for all survey components (revised December 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,Student Financial Aid and Net Price,Student financial aid and net price: 2010-11  (revised June 2013),SFA1011_Data_Stata.zip,SFA1011_Stata.zip
2011,Student Financial Aid and Net Price,Response status for all survey components  (revised June 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2011,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2005 (4-year) and cohort year 2008 (2-year) institutions (revised December 2013)",GR2011_Data_Stata.zip,GR2011_Stata.zip
2011,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2008 (less-than-2-year institutions)  (revised December 2013)",GR2011_L2_Data_Stata.zip,GR2011_L2_Stata.zip
2011,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2003  (4-year) and cohort year 2007 (less-than-4-year)  institutions (revised December 2013)",GR200_11_Data_Stata.zip,GR200_11_Stata.zip
2011,Graduation Rates,Response status for all survey components  (revised December 2013),FLAGS2011_Data_Stata.zip,FLAGS2011_Stata.zip
2010,Institutional Characteristics,Directory information,HD2010_Data_Stata.zip,HD2010_Stata.zip
2010,Institutional Characteristics,"Educational offerings, organization, admissions, services and athletic associations  (revised April 2012)",IC2010_Data_Stata.zip,IC2010_Stata.zip
2010,Institutional Characteristics,Student charges for academic year programs  (revised April 2012),IC2010_AY_Data_Stata.zip,IC2010_AY_Stata.zip
2010,Institutional Characteristics,Student charges by program (vocational programs)  (revised April 2012),IC2010_PY_Data_Stata.zip,IC2010_PY_Stata.zip
2010,Institutional Characteristics,Response status for all survey components  (revised April 2012),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,12-Month Enrollment,12-month unduplicated headcount: 2009-10  (revised April 2012),EFFY2010_Data_Stata.zip,EFFY2010_Stata.zip
2010,12-Month Enrollment,12-month instructional activity: 2009-10  (revised April 2012),EFIA2010_Data_Stata.zip,EFIA2010_Stata.zip
2010,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations  (revised April 2012)",IC2010_Data_Stata.zip,IC2010_Stata.zip
2010,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2010  (revised January 2013)",EF2010A_Data_Stata.zip,EF2010A_Stata.zip
2010,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2010  (revised January 2013)",EF2010CP_Data_Stata.zip,EF2010CP_Stata.zip
2010,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2010  (revised January 2013)",EF2010B_Data_Stata.zip,EF2010B_Stata.zip
2010,Fall Enrollment,Residence and migration of first-time freshman: Fall 2010  (revised January 2013),EF2010C_Data_Stata.zip,EF2010C_Stata.zip
2010,Fall Enrollment,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2010  (revised January 2013)",EF2010D_Data_Stata.zip,EF2010D_Stata.zip
2010,Fall Enrollment,Response status for all survey components (revised January 2013),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2009 to June 30, 2010  (revised April 2012)",C2010_A_Data_Stata.zip,C2010_A_Stata.zip
2010,Completions,Response status for all survey components  (revised April 2012),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,Instructional Staff/Salaries,"Salaries of full-time instructional staff, by contract length, gender, and academic rank: Academic year 2010-11  (revised January 2013)",SAL2010_A_Data_Stata.zip,SAL2010_A_Stata.zip
2010,Instructional Staff/Salaries,"Fringe benefits of full-time instructional staff, by contract length: Academic year 2010-11  (revised January 2013)",SAL2010_B_Data_Stata.zip,SAL2010_B_Stata.zip
2010,Instructional Staff/Salaries,"Faculty status of full-time instructional staff in 4-year institutions, by contract length, gender, and academic rank:  Academic year 2010-11 (revised January 2013)",SAL2010_FACULTY_Data_Stata.zip,SAL2010_FACULTY_Stata.zip
2010,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2010-11  (revised January 2013)",SAL2010_A_LT9_Data_Stata.zip,SAL2010_A_LT9_Stata.zip
2010,Instructional Staff/Salaries,Response status for all survey components,FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2010  (revised January 2013)",S2010_ABD_Data_Stata.zip,S2010_ABD_Stata.zip
2010,Fall Staff,"Full-time instruction/research/public service staff, by faculty status, academic rank, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2010  (revised January 2013)",S2010_F_Data_Stata.zip,S2010_F_Stata.zip
2010,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2010  (revised January 2013)",S2010_G_Data_Stata.zip,S2010_G_Stata.zip
2010,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions with less than 15 full-time employees and all nondegree-granting institutions): Fall 2010  (revised January 2013)",S2010_CN_Data_Stata.zip,S2010_CN_Stata.zip
2010,Fall Staff,Response status for all survey components (revised January 2013),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2010  (revised January 2013)",EAP2010_Data_Stata.zip,EAP2010_Stata.zip
2010,Employees by Assigned Position,Response status for all survey components (revised January 2013),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,Finance,Public institutions - GASB 34/35: Fiscal year 2010  (revised January 2013),F0910_F1A_Data_Stata.zip,F0910_F1A_Stata.zip
2010,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2010  (revised January 2013),F0910_F2_Data_Stata.zip,F0910_F2_Stata.zip
2010,Finance,Private for-profit institutions: Fiscal year 2010  (revised January 2013),F0910_F3_Data_Stata.zip,F0910_F3_Stata.zip
2010,Finance,Response status for all survey components (revised January 2013),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,Student Financial Aid and Net Price,Student financial aid and net price: 2009-10  (revised April 2012),SFA0910_Data_Stata.zip,SFA0910_Stata.zip
2010,Student Financial Aid and Net Price,Response status for all survey components (revised April 2012),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2010,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2004 (4-year) and cohort year 2007 (2-year) institutions  (revised January 2013)",GR2010_Data_Stata.zip,GR2010_Stata.zip
2010,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2007 (less-than-2-year institutions)   (revised January 2013)",GR2010_L2_Data_Stata.zip,GR2010_L2_Stata.zip
2010,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2002  (4-year) and cohort year 2006 (less-than-4-year)  institutions(revised January 2013)",GR200_10_Data_Stata.zip,GR200_10_Stata.zip
2010,Graduation Rates,Response status for all survey components (revised January 2013),FLAGS2010_Data_Stata.zip,FLAGS2010_Stata.zip
2009,Institutional Characteristics,Directory information,HD2009_Data_Stata.zip,HD2009_Stata.zip
2009,Institutional Characteristics,"Educational offerings, organization, admissions, services and athletic associations (revised March 2012)",IC2009_Data_Stata.zip,IC2009_Stata.zip
2009,Institutional Characteristics,Student charges for academic year programs (revised March 2012),IC2009_AY_Data_Stata.zip,IC2009_AY_Stata.zip
2009,Institutional Characteristics,Student charges by program (vocational programs) (revised March 2012),IC2009_PY_Data_Stata.zip,IC2009_PY_Stata.zip
2009,Institutional Characteristics,Response status for all survey components (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,12-Month Enrollment,12-month unduplicated headcount: 2008-09 (revised March 2012),EFFY2009_Data_Stata.zip,EFFY2009_Stata.zip
2009,12-Month Enrollment,12-month instructional activity: 2008-09 (revised March 2012),EFIA2009_Data_Stata.zip,EFIA2009_Stata.zip
2009,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations (revised March 2012)",IC2009_Data_Stata.zip,IC2009_Stata.zip
2009,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2009 (revised March 2012)",EF2009A_Data_Stata.zip,EF2009A_Stata.zip
2009,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2009 (revised March 2012)",EF2009B_Data_Stata.zip,EF2009B_Stata.zip
2009,Fall Enrollment,Residence and migration of first-time freshman: Fall 2009 (revised March 2012),EF2009C_Data_Stata.zip,EF2009C_Stata.zip
2009,Fall Enrollment,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2009 (revised March 2012)",EF2009D_Data_Stata.zip,EF2009D_Stata.zip
2009,Fall Enrollment,Estimated enrollment: Fall 2009,EFEST2009_Data_Stata.zip,EFEST2009_Stata.zip
2009,Fall Enrollment,Response status for all survey components (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2008 to June 30, 2009 (revised March 2012)",C2009_A_Data_Stata.zip,C2009_A_Stata.zip
2009,Completions,Response status for all survey components  (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,Instructional Staff/Salaries,"Salaries of full-time instructional staff, by contract length, gender, and academic rank: Academic year 2009-10 revised March 2012",SAL2009_A_Data_Stata.zip,SAL2009_A_Stata.zip
2009,Instructional Staff/Salaries,"Fringe benefits of full-time instructional staff, by contract length: Academic year 2009-10 revised March 2012",SAL2009_B_Data_Stata.zip,SAL2009_B_Stata.zip
2009,Instructional Staff/Salaries,"Faculty status of full-time instructional staff in 4-year institutions, by contract length, gender, and academic rank:  Academic year 2009-10",SAL2009_FACULTY_Data_Stata.zip,SAL2009_FACULTY_Stata.zip
2009,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2009-10 revised March 2012",SAL2009_A_LT9_Data_Stata.zip,SAL2009_A_LT9_Stata.zip
2009,Instructional Staff/Salaries,Response status for all survey components  (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2009 revised March 2012",S2009_ABD_Data_Stata.zip,S2009_ABD_Stata.zip
2009,Fall Staff,"Full-time instruction/research/public service staff, by faculty status, academic rank, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2009 revised March 2012",S2009_F_Data_Stata.zip,S2009_F_Stata.zip
2009,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2009 revised March 2012",S2009_G_Data_Stata.zip,S2009_G_Stata.zip
2009,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions with less than 15 full-time employees and all nondegree-granting institutions): Fall 2009 revised March 2012",S2009_CN_Data_Stata.zip,S2009_CN_Stata.zip
2009,Fall Staff,Response status for all survey components  (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2009 revised March 2012",EAP2009_Data_Stata.zip,EAP2009_Stata.zip
2009,Finance,Public institutions - GASB 34/35: Fiscal year 2009 (revised April 2012),F0809_F1A_Data_Stata.zip,F0809_F1A_Stata.zip
2009,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2009 (revised March 2012),F0809_F2_Data_Stata.zip,F0809_F2_Stata.zip
2009,Finance,Private for-profit institutions: Fiscal year 2009 (revised March 2012),F0809_F3_Data_Stata.zip,F0809_F3_Stata.zip
2009,Finance,Response status for all survey components (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,Student Financial Aid and Net Price,Student financial aid and net price: 2008-09 (revised March 2012),SFA0809_Data_Stata.zip,SFA0809_Stata.zip
2009,Student Financial Aid and Net Price,Response status for all survey components (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2003 (4-year) and cohort year 2006 (2-year) institutions (revised March 2012)",GR2009_Data_Stata.zip,GR2009_Stata.zip
2009,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2006 (less-than-2-year institutions)  (revised March 2012)",GR2009_L2_Data_Stata.zip,GR2009_L2_Stata.zip
2009,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2001  (4-year) and cohort year 2005 (less-than-4-year)  institutions (revised March 2012)",GR200_09_Data_Stata.zip,GR200_09_Stata.zip
2009,Graduation Rates,Response status for all survey components (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2009,Employees by Assigned Position,Response status for all survey components  (revised April 2012),FLAGS2009_Data_Stata.zip,FLAGS2009_Stata.zip
2008,Institutional Characteristics,Directory information,HD2008_Data_Stata.zip,HD2008_Stata.zip
2008,Institutional Characteristics,"Educational offerings, organization, admissions, services and athletic associations(revised April 2016)",IC2008_Data_Stata.zip,IC2008_Stata.zip
2008,Institutional Characteristics,Student charges for academic year programs,IC2008_AY_Data_Stata.zip,IC2008_AY_Stata.zip
2008,Institutional Characteristics,Student charges by program (vocational programs),IC2008_PY_Data_Stata.zip,IC2008_PY_Stata.zip
2008,Institutional Characteristics,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,12-Month Enrollment,12-month unduplicated headcount: 2007-08 (revised April 2016),EFFY2008_Data_Stata.zip,EFFY2008_Stata.zip
2008,12-Month Enrollment,12-month instructional activity: 2007-08 (revised April 2016),EFIA2008_Data_Stata.zip,EFIA2008_Stata.zip
2008,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations(revised May 2017)",IC2008_Data_Stata.zip,IC2008_Stata.zip
2008,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2008(revised April 2016)",EF2008A_Data_Stata.zip,EF2008A_Stata.zip
2008,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2008(revised April 2016)",EF2008CP_Data_Stata.zip,EF2008CP_Stata.zip
2008,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2008(revised April 2016)",EF2008B_Data_Stata.zip,EF2008B_Stata.zip
2008,Fall Enrollment,Residence and migration of first-time freshman: Fall 2008(revised April 2016),EF2008C_Data_Stata.zip,EF2008C_Stata.zip
2008,Fall Enrollment,Total entering class and retention rates: Fall 2008(revised April 2016),EF2008D_Data_Stata.zip,EF2008D_Stata.zip
2008,Fall Enrollment,Estimated enrollment: Fall 2008,EFEST2008_Data_Stata.zip,EFEST2008_Stata.zip
2008,Fall Enrollment,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2007 to June 30, 2008 (revised April 2016)",C2008_A_Data_Stata.zip,C2008_A_Stata.zip
2008,Completions,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,Instructional Staff/Salaries,"Salaries of full-time instructional faculty, by contract length, gender, and academic rank: Academic year 2008-09 (revised April 2016)",SAL2008_A_Data_Stata.zip,SAL2008_A_Stata.zip
2008,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2008-09(revised April 2016)",SAL2008_B_Data_Stata.zip,SAL2008_B_Stata.zip
2008,Instructional Staff/Salaries,"Tenure status of full-time instructional faculty in 4-year institutions, by contract length, gender, and academic rank:  Academic year 2008-09(revised April 2016)",SAL2008_FACULTY_Data_Stata.zip,SAL2008_FACULTY_Stata.zip
2008,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2008-09(revised April 2016)",SAL2008_A_LT9_Data_Stata.zip,SAL2008_A_LT9_Stata.zip
2008,Instructional Staff/Salaries,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2008(revised April 2016)",S2008_ABD_Data_Stata.zip,S2008_ABD_Stata.zip
2008,Fall Staff,"Full-time instruction/research/public service staff, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2008(revised April 2016)",S2008_F_Data_Stata.zip,S2008_F_Stata.zip
2008,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2008(revised April 2016)",S2008_G_Data_Stata.zip,S2008_G_Stata.zip
2008,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions with less than 15 full-time employees and all nondegree-granting institutions): Fall 2008(revised April 2016)",S2008_CN_Data_Stata.zip,S2008_CN_Stata.zip
2008,Fall Staff,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2008(revised April 2016)",EAP2008_Data_Stata.zip,EAP2008_Stata.zip
2008,Employees by Assigned Position,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,Finance,Public institutions - GASB 34/35: Fiscal year 2008(revised April 2016),F0708_F1A_Data_Stata.zip,F0708_F1A_Stata.zip
2008,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2008(revised April 2016),F0708_F2_Data_Stata.zip,F0708_F2_Stata.zip
2008,Finance,Private for-profit institutions: Fiscal year 2008(revised April 2016),F0708_F3_Data_Stata.zip,F0708_F3_Stata.zip
2008,Finance,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,Student Financial Aid and Net Price,Student financial aid: Acacemic year 2007-08(revised April 2016),SFA0708_Data_Stata.zip,SFA0708_Stata.zip
2008,Student Financial Aid and Net Price,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2008,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2002 (4-year) and cohort year 2005 (2-year) institutions (revised April 2016)",GR2008_Data_Stata.zip,GR2008_Stata.zip
2008,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2005 (less-than-2-year institutions) (revised April 2016)",GR2008_L2_Data_Stata.zip,GR2008_L2_Stata.zip
2008,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2000  (4-year) and cohort year 2004 (less-than-4-year)  institutions (revised April 2016)",GR200_08_Data_Stata.zip,GR200_08_Stata.zip
2008,Graduation Rates,Response status for all survey components(revised April 2016),FLAGS2008_Data_Stata.zip,FLAGS2008_Stata.zip
2007,Institutional Characteristics,Directory information,HD2007_Data_Stata.zip,HD2007_Stata.zip
2007,Institutional Characteristics,"Educational offerings, organization, admissions, services and athletic associations",IC2007_Data_Stata.zip,IC2007_Stata.zip
2007,Institutional Characteristics,Student charges for academic year programs,IC2007_AY_Data_Stata.zip,IC2007_AY_Stata.zip
2007,Institutional Characteristics,Student charges by program (vocational programs),IC2007_PY_Data_Stata.zip,IC2007_PY_Stata.zip
2007,Institutional Characteristics,Institutions's mission statement,IC2007Mission_Data_Stata.zip,IC2007Mission_Stata.zip
2007,Institutional Characteristics,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2007,12-Month Enrollment,12-month unduplicated headcount: 2006-07(revised May 2017),EFFY2007_Data_Stata.zip,EFFY2007_Stata.zip
2007,12-Month Enrollment,12-month instructional activity: 2006-07(revised May 2017),EFIA2007_Data_Stata.zip,EFIA2007_Stata.zip
2007,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations",IC2007_Data_Stata.zip,IC2007_Stata.zip
2007,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2007(revised May 2017)",EF2007A_Data_Stata.zip,EF2007A_Stata.zip
2007,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2007(revised May 2017)",EF2007B_Data_Stata.zip,EF2007B_Stata.zip
2007,Fall Enrollment,Residence and migration of first-time freshman: Fall 2007(revised May 2017),EF2007C_Data_Stata.zip,EF2007C_Stata.zip
2007,Fall Enrollment,Total entering class and retention rates: Fall 2007(revised May 2017),EF2007D_Data_Stata.zip,EF2007D_Stata.zip
2007,Fall Enrollment,Estimated enrollment: Fall 2007,EFEST2007_Data_Stata.zip,EFEST2007_Stata.zip
2007,Fall Enrollment,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2007,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2006-07(revised May 2017)",C2007_A_Data_Stata.zip,C2007_A_Stata.zip
2007,Completions,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2007,Instructional Staff/Salaries,"Salaries of full-time instructional faculty, by contract length, gender, and academic rank: Academic year 2007-08(revised May 2017)",SAL2007_A_Data_Stata.zip,SAL2007_A_Stata.zip
2007,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2007-08(revised May 2017)",SAL2007_B_Data_Stata.zip,SAL2007_B_Stata.zip
2007,Instructional Staff/Salaries,"Tenure status of full-time instructional faculty in 4-year institutions, by contract length, gender, and academic rank:  Academic year 2007-08(revised May 2017)",SAL2007_FACULTY_Data_Stata.zip,SAL2007_FACULTY_Stata.zip
2007,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2007-08(revised May 2017)",SAL2007_A_LT9_Data_Stata.zip,SAL2007_A_LT9_Stata.zip
2007,Instructional Staff/Salaries,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2007,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2007(revised May 2017)",S2007_ABD_Data_Stata.zip,S2007_ABD_Stata.zip
2007,Fall Staff,"Full-time instruction/research/public service staff, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2007(revised May 2017)",S2007_F_Data_Stata.zip,S2007_F_Stata.zip
2007,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2007(revised May 2017)",S2007_G_Data_Stata.zip,S2007_G_Stata.zip
2007,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions with less than 15 full-time employees and all nondegree-granting institutions): Fall 2007(revised May 2017)",S2007_CN_Data_Stata.zip,S2007_CN_Stata.zip
2007,Fall Staff,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
